"Course Subject Code","Course Number","Course Title","Credits - Credit Hours - Credit Hours Min","Credits - Credit Hours - Credit Hours Max","Credits - Credit Hours - Credit Hours Value","Credits - Credit Hours - Credit Hours Operator","Credits - Contact Hours - Contact Hours Min","Credits - Contact Hours - Contact Hours Max","Credits - Contact Hours - Contact Hours Value","Credits - Contact Hours - Contact Hours Operator","Credits - Billing Hours - Billing Hours Min","Credits - Billing Hours - Billing Hours Max","Credits - Billing Hours - Billing Hours Value","Credits - Billing Hours - Billing Hours Operator","Credits - Lecture Hours - Lecture Hours Min","Credits - Lecture Hours - Lecture Hours Max","Credits - Lecture Hours - Lecture Hours Value","Credits - Lecture Hours - Lecture Hours Operator","Credits - Lab Hours - Lab Hours Min","Credits - Lab Hours - Lab Hours Max","Credits - Lab Hours - Lab Hours Value","Credits - Lab Hours - Lab Hours Operator","Credits - Other Hours - Other Hours Min","Credits - Other Hours - Other Hours Max","Credits - Other Hours - Other Hours Value","Credits - Other Hours - Other Hours Operator","Credits - Course Count","Credits - Repeatable","Credits - Number Of Repeats","Credits - Number Of Credits","Course Description"
"CHI","102R","ELEMENTARY CHINESE II","5","-","-","-","5","-","-","-","5","-","-","-","5","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","102R ELEMENTARY CHINESE II  5 (5-0) 

Study of grammar and vocabulary along with the study of Chinese culture. Emphasis on pronunciation and speaking skills. This course is delivered through a partnership with Rio Salado College. Completion of prerequisites within the last three years is required.

Prerequisites: CHI 101R"
"FRE","101R","ELEMENTARY FRENCH I","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","101R ELEMENTARY FRENCH I   4 (4-0)

Basic grammar, pronunciation and vocabulary of the French language. Includes the study of French culture, practice of listening, speaking, reading, and writing skills. This course is delivered through a partnership with Rio Salado College.

Prerequisites: None"
"FORL","101","ELEMENTARY FRENCH I","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101  ELEMENTARY FRENCH I   4 (4-0)

For students with limited background in modern foreign languages. Basic grammatical principles, elementary conversation, simple writing and dictation, some discussion of culture and geography of France.

Prerequisites: None"
"FRE","102R","ELEMENTARY FRENCH II","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","102R ELEMENTARY FRENCH II   4(4-0)

Continued study of grammar and vocabulary of the French language along with the study of French culture. Emphasis on speaking, listening, reading and writing skills. Completion of prerequisites within the last three years is required.  This course is delivered through a partnership with Rio Salado College.

Prerequisites: FRE 101R"
"FORL","102","ELEMENTARY FRENCH II","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","102   ELEMENTARY FRENCH II   4(4-0)

Continuation of FORL 101.  Basic grammatical principles; conversation of more advanced level, continued writing, dictation and cultural study.  

Prerequisite: FORL 101"
"GER","101R","ELEMENTARY GERMAN I","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101R ELEMENTARY GERMAN I   4 (4-0) 

Basic grammar, pronunciation and vocabulary of the German language. Includes the study of German culture, practice of listening, speaking, reading and writing skills. This course is delivered through a partnership with Rio Salado College.

Prerequisites: None"
"GER","102R","ELEMENTARY GERMAN II","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","102R ELEMENTARY GERMAN II   4(4-0) 

Continued study of grammar and vocabulary of the German language along with the study of German culture. Emphasis on German language skills.  Completion of prerequisites within the last three years is required. This course is delivered through a partnership with Rio Salado College. 

Prerequisites: GER 101R"
"JPN","101R","ELEMENTARY JAPANESE I","5","-","-","-","5","-","-","-","5","-","-","-","5","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101R ELEMENTARY JAPANESE I   5 (5-0) 

Basic grammar, pronunciation, and vocabulary of Japanese. Study of Japanese culture. Development of speaking, listening, reading and writing skills. This course is delivered through a partnership with Rio Salado College.

Prerequisites: None"
"JPN","102R","ELEMENTARY JAPANESE II","5","-","-","-","5","-","-","-","5","-","-","-","5","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","102R ELEMENTARY JAPANESE II   5(5-0) 

Continued study of basic grammar, pronunciation and vocabulary of Japanese. Study of the Japanese culture. Intensive practice in oral communication and development of reading and writing skills. Completion of prerequisites within the last three years is required. This course is delivered through a partnership with Rio Salado College.

Prerequisites: JPN 101R"
"FORL","121","ELEMENTARY SPANISH I","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","121 ELEMENTARY SPANISH I   4 (4-0)

For students with limited or no background in modern foreign languages. Basic grammatical principles, elementary conversation and simple writing.  Culture and geography of Spanish-speaking countries.

Prerequisites: None"
"SPA","101R","ELEMENTARY SPANISH I","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101R ELEMENTARY SPANISH I    4(4-0) 

Basic grammar, pronunciation and vocabulary of the Spanish language. Includes the study of the Spanish-speaking cultures, Practice of listening, speaking, reading, and writing skills. This course is delivered through a partnership with Rio Salado College.

Prerequisites: None"
"FORL","122","ELEMENTARY SPANISH II","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","122  ELEMENTARY SPANISH II   4(4-0)

Continuation of FORL 121.  Study of basic grammatical principles is completed with continued conversation, writing, dictation and cultural study. Continued audio work required. 

Prerequisites: FORL 121"
"SPA","102R","ELEMENTARY SPANISH II","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","102R ELEMENTARY SPANISH II    4(4-0) 

Continued study of grammar and vocabulary for the Spanish language and study of the Spanish-speaking cultures. Emphasis on speaking, reading, and writing skills. This course is delivered through a partnership with Rio Salado College.

Prerequisites: SPA 101R"
"GEOG","102","ELEMENTS/PHYS.GEOGRAPHY","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","102    ELEMENTS OF PHYSICAL GEOGRAPHY    4 (3-2)

Includes study of planetary relations, atmosphere, air masses, climates, water resources, landforms, soils and vegetation.  Demonstrates basic relationship among these topics.  Impact of human activities on environment emphasized.  Laboratory work integral to course and used to reinforce important topics.  

Prerequisites: ENGL101 (may be taken concurrently)"
"POSC","208","EMERGING LEADERS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","208 EMERGING LEADERS    3(3-0)

Students in this course will learn theories, ideas, and practical strategies for leadership development. Students will examine past and present leadership figures in various contexts (political, movement, non-profit, and business), analyze the strengths and weaknesses of various leadership models, and develop leadership skills in the context of teams and groups. 

Prerequisites: None
"
"ENGY","205","ENERGY FIELD EXPERIENCE","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","205   ENERGY FIELD EXPERIENCE   2(2-0)

This field experience is a planned work activity that is designed to introduce the student to the primary technical areas within a power plant.  During the field experience, students will have introductory instruction in the general operations of a power plant.  They will then experience the various technical areas by rotating through the departments at the power plant.  This will help the student select possible career paths for full-time employment upon graduation.  Students will spend a minimum of 30 hours in the plant. 

Prerequisites: ENGY 111"
"ENGY","111","ENERGY GENERATION & DISTRIBUTI","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","111 ENERGY GENERATION & DISTRIBUTION   3 (3-0) 

This course is designed to introduce students to the energy industry by examining the industry from a production to consumption view. Students will explore the industry from a historical perspective by studying the evolution of energy production, as well as the transmission and distribution aspects of providing power to civilization. Current energy industry production and distribution technology, methods, and fundamental concepts will be studied. In addition, students will examine present and future energy options to meet the needs of society by exploring renewable resources such as wind, geothermal, solar, and other emerging energy sources. Students will examine the operation of the “machine” that is the energy grid and begin to understand the many parts and entities involved with controlling the machine. Students will be introduced to some of the governing bodies associated with the energy industry such as the Federal Energy Regulatory Commission (FERC), the Nuclear Regulatory Commission (NRC), and the Department of Energy (DOE).   

Prerequisites: None
"
"ENGR","113","ENGINEERING DESIGN & GRAPHICS","4","-","-","-","6","-","-","-","6","-","-","-","2","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","113 ENGINEERING DESIGN &amp; GRAPHICS   4 (2-4)

Beginning engineering drawing course in which introduces principles of computer aided drafting, basic 3D solid modeling, orthographic projection, sectional views, dimensioning techniques, auxiliary view construction. Textbook assignments, handout and chapter tests are utilized to support and assess student learning.

Prerequisites: None

Additional Course Fee: $60.00"
"ENGL","102","ENGLISH COMPOSITION","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","102  ENGLISH COMPOSITION   3(3-0)

Extension and intensification of elements of expository writing and critical reading and thinking covered in ENGL 101.  Particular emphasis given to formal, stylistic and rhetorical considerations and techniques involved in developing longer critical essays that incorporate documented evidence from broad range of source materials.

Prerequisites: ENGL 101"
"ENGL","101","ENGLISH COMPOSITION","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101 ENGLISH COMPOSITION   3 (3-0)First course in two-semester English sequence focuses on expository writing and closely related activities of critical reading and thinking. Primary attention given to formal elements of short essays based upon or incorporating documented source material. (This sequence can be completed by taking either ENGL 102 or 103).Prerequisites: None"
"PHYS","202","ENGR.PHYS II(ELECT&MAG)","5","-","-","-","6","-","-","-","6","-","-","-","4","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","202 ENGINEERING PHYSICS II (ELECTRICITY AND MAGNETISM)    5(4-2)

Electricity, magnetism, and light for Engineering, Mathematics, Physics, and Chemistry transfer students.  Includes a two hour laboratory experience per week.

Prerequisites: PHYS201

Additional Course Fee: $10.00
"
